,y_coor,sgg_cd,theme_cd,sido_nm,corp_cnt,sgg_nm,sido_cd,upregion_vs_corp_per,theme_cd_nm,corp_vs_family_rate,x_coor,biz_worker_cnt,avg_worker_rate,corp_vs_worker_rate,corp_vs_ppltn_rate
25,1646944,560,8007,전라남도,89,보성군,36,2.7,기타의료업,203,966526,1383,16,170.2,406.5
26,1970822,030,8007,경기도,524,의정부시,31,4.2,기타의료업,354.1,961975,9071,17,252.1,849.3
27,1948126,030,8007,서울특별시,214,용산구,11,2.4,기타의료업,453.2,954044,3635,17,709.5,950
28,1805651,530,8007,충청남도,136,부여군,34,4.3,기타의료업,209.6,942227,1932,14,177.5,444.4
29,1924002,011,8007,경기도,251,수원시 장안구,31,2,기타의료업,428.8,955998,5713,23,318.1,1057.7
30,1854950,090,8007,경상북도,147,문경시,37,3.7,기타의료업,211.9,1057944,3900,27,184.2,450.5
31,1941664,220,8007,서울특별시,482,서초구,11,5.3,기타의료업,323.5,958560,5613,12,1010.7,792.5
32,1933607,042,8007,경기도,276,안양시 동안구,31,2.2,기타의료업,410,951800,3587,13,655.2,1063.8
33,1851051,600,8007,경상북도,123,예천군,37,3.1,기타의료업,200.7,1082440,1933,16,140.5,432.3
34,1683335,115,8007,경상남도,214,창원시 진해구,38,5.1,기타의료업,369,1114601,3189,15,242.3,871.5
35,1716394,560,8007,전라북도,83,순창군,35,2.5,기타의료업,140.2,965795,896,11,124,299.7
36,1686647,050,8007,부산광역시,354,부산진구,21,10.3,기타의료업,453.6,1140531,9214,26,487,976.6
37,1951156,070,8007,인천광역시,334,계양구,23,11,기타의료업,349.8,932401,9686,29,288.6,849.6
38,1780848,070,8007,경상북도,194,영천시,37,4.8,기타의료업,236.3,1130001,3382,17,272.4,491.6
39,1809241,030,8007,대전광역시,547,서구,25,29.8,기타의료업,378.7,986097,7813,14,355.9,854
40,1875250,060,8007,경상북도,160,영주시,37,4,기타의료업,283.9,1097834,2365,15,259.2,628.4
41,1620308,600,8007,전라남도,154,해남군,36,4.6,기타의료업,190,914371,2353,15,191.4,396.2
42,1645367,610,8007,전라남도,121,영암군,36,3.6,기타의료업,198.4,922528,1493,12,325.2,412.2
43,1909401,240,8007,경기도,642,화성시,31,5.1,기타의료업,531.8,946675,8245,13,875,1320.2
44,1751399,510,8007,대구광역시,254,달성군,22,9.5,기타의료업,406.3,1088378,4153,16,449.2,1005.6
45,1748541,590,8007,경상남도,126,거창군,38,3,기타의료업,210.4,1036548,1583,13,187.4,461.2
46,1919956,013,8007,경기도,236,수원시 팔달구,31,1.9,기타의료업,349.7,957129,4279,18,449.1,737.6
47,1647925,010,8007,전라남도,331,목포시,36,10,기타의료업,288.3,900193,5635,17,258.6,650
48,1764044,012,8007,전라북도,338,전주시 덕진구,35,10.3,기타의료업,403.2,965027,4888,14,375.7,945.4
49,2001219,610,8007,강원도,65,양양군,32,2.3,기타의료업,194.6,1098889,2095,32,249.7,400.4
50,1760520,100,8007,경상북도,359,경산시,37,8.9,기타의료업,340.7,1118233,5441,15,329.8,772.3
51,1996680,270,8007,경기도,252,포천시,31,2,기타의료업,244.1,978074,3622,14,408.3,553.9
52,1809281,020,8007,대전광역시,417,중구,25,22.7,기타의료업,235.7,992020,7557,18,241.2,535.6
53,1653378,680,8007,전라남도,90,신안군,36,2.7,기타의료업,186.6,891974,895,10,162.2,364.5
54,1944106,170,8007,서울특별시,408,구로구,11,4.5,기타의료업,407.3,942116,7533,18,579.6,932.8
55,1939588,090,8007,인천광역시,421,미추홀구,23,13.8,기타의료업,416.6,926110,8444,20,315.4,939.5
56,1922614,280,8007,경기도,178,여주시,31,1.4,기타의료업,256,1010256,3032,17,321.3,604.6
57,1854070,570,8007,충청남도,162,예산군,34,5.2,기타의료업,210.4,941822,2439,15,235.4,450.6
58,1699670,510,8007,전라남도,110,담양군,36,3.3,기타의료업,170,954109,1386,13,210.9,383.7
59,1845157,560,8007,충청남도,176,홍성군,34,5.6,기타의료업,248.2,924944,3042,17,241.8,554.5
60,1849902,043,8007,충청북도,244,청주시 흥덕구,33,10.3,기타의료업,473.1,988309,3405,14,647,1078.7
61,1874748,550,8007,충청북도,112,진천군,33,4.7,기타의료업,327,994694,1488,13,546.5,730.5
62,1676689,020,8007,부산광역시,199,서구,21,5.8,기타의료업,240,1138120,2378,12,227,508
63,1682455,020,8007,광주광역시,441,서구,24,20.4,기타의료업,287.4,940831,8171,19,374.8,647.7
64,1699894,520,8007,경상남도,130,함안군,38,3.1,기타의료업,205.8,1084640,2048,16,347.9,453
65,1927318,160,8007,경기도,284,군포시,31,2.3,기타의료업,367.7,948731,6775,24,401.4,909.9
66,1790350,540,8007,충청남도,140,서천군,34,4.5,기타의료업,164.3,930213,4685,33,198.8,342.9
67,1909197,050,8007,강원도,84,태백시,32,3,기타의료업,222.9,1131401,2833,34,237.3,472.1
68,1938630,060,8007,경기도,246,광명시,31,2,기타의료업,449.9,943807,5019,20,420.1,1144.5
69,1699414,640,8007,전라남도,118,영광군,36,3.6,기타의료업,186.1,907143,1338,11,197.6,402.1
70,1733602,550,8007,전라북도,101,임실군,35,3.1,기타의료업,121.3,976144,2165,21,150.5,242.3
71,1955185,010,8007,서울특별시,286,종로구,11,3.2,기타의료업,223.7,953858,3996,14,961.6,477.9
72,1931219,023,8007,경기도,434,성남시 분당구,31,3.4,기타의료업,412.3,965120,6299,15,792.1,1040
73,1693721,080,8007,부산광역시,233,북구,21,6.8,기타의료업,498.9,1138630,5290,23,277.9,1180.6
74,1667945,540,8007,경상남도,120,고성군,38,2.9,기타의료업,185.6,1068996,1291,11,186.9,391.7
75,1832504,520,8007,충청북도,74,보은군,33,3.1,기타의료업,195.6,1020543,1860,25,218.6,406
76,1955597,120,8007,경기도,188,구리시,31,1.5,기타의료업,390.1,967447,3854,20,358.9,980.2
77,1717849,570,8007,전라북도,153,고창군,35,4.7,기타의료업,154.6,920575,2613,17,143.8,324.3
78,1950181,250,8007,서울특별시,348,강동구,11,3.9,기타의료업,532.9,968817,8636,25,439.8,1268.5
79,1723277,080,8007,경상남도,178,밀양시,38,4.3,기타의료업,262.7,1116967,3335,19,258.5,548.3
80,1924643,630,8007,경상북도,14,울릉군,37,0.3,기타의료업,295.4,1387648,88,6,325.3,562.6
81,1814070,010,8007,대전광역시,320,동구,25,17.4,기타의료업,328.2,997763,4883,15,247,707.1
82,1691106,112,8007,경상남도,240,창원시 성산구,38,5.7,기타의료업,416.4,1106688,2347,10,738,1013
83,1889575,070,8007,경기도,460,평택시,31,3.6,기타의료업,504.9,952856,6865,15,593.7,1160.5
84,2015375,570,8007,강원도,49,화천군,32,1.8,기타의료업,204.2,1016224,342,7,190.4,443.3
85,1950285,040,8007,서울특별시,197,성동구,11,2.2,기타의료업,623.1,959458,3109,16,1019.2,1391.7
86,1856632,540,8007,경상북도,51,영양군,37,1.3,기타의료업,151.4,1146951,672,13,124.2,296.9
87,1863507,580,8007,충청남도,98,태안군,34,3.1,기타의료업,289.4,891188,2160,22,304.6,592.2
88,1865384,590,8007,충청북도,67,증평군,33,2.8,기타의료업,237.4,1008335,768,11,246.6,524.6
89,1964811,104,8007,경기도,247,고양시 일산서구,31,2,기타의료업,430,931911,4265,17,318.3,1134.5
90,1797615,510,8007,경상북도,53,군위군,37,1.3,기타의료업,203.7,1103262,2792,53,237.9,389.1
91,1691233,060,8007,부산광역시,268,동래구,21,7.8,기타의료업,400.4,1143740,6897,26,357.7,957.9
92,1666623,030,8007,전라남도,362,순천시,36,10.9,기타의료업,315.4,989909,5228,14,304,742.1
93,1597073,660,8007,전라남도,94,완도군,36,2.8,기타의료업,226.6,925448,903,10,197,470.2
94,1770779,050,8007,대구광역시,414,북구,22,15.4,기타의료업,443.8,1097193,6528,16,411,1049.8
95,1701586,510,8007,부산광역시,229,기장군,21,6.6,기타의료업,304.1,1154663,2875,13,333.4,739.9
96,1677853,030,8007,광주광역시,386,남구,24,17.8,기타의료업,233.2,941384,6907,18,175.3,551.2
97,1649301,550,8007,경상남도,109,남해군,38,2.6,기타의료업,179.9,1034901,2072,19,159.1,363.7
98,1678777,100,8007,부산광역시,252,사하구,21,7.3,기타의료업,515,1134460,8177,32,442.8,1184.9
99,1955450,070,8007,서울특별시,374,중랑구,11,4.1,기타의료업,447.2,964062,5957,16,289.4,990.9
100,1704023,650,8007,전라남도,87,장성군,36,2.6,기타의료업,201.7,933520,1261,14,301,447
101,1689959,090,8007,부산광역시,325,해운대구,21,9.4,기타의료업,495.9,1150545,6502,20,467.7,1163.8
102,1728425,580,8007,경상남도,89,함양군,38,2.1,기타의료업,197.3,1020124,1327,15,177.5,402
103,1702110,111,8007,경상남도,251,창원시 의창구,38,6,기타의료업,354.3,1104503,3902,16,388.5,841.9
104,1949790,050,8007,서울특별시,273,광진구,11,3,기타의료업,564,963406,4661,17,468,1193.4
105,1964703,103,8007,경기도,371,고양시 일산동구,31,2.9,기타의료업,312.6,938035,6361,17,427.5,765.9
106,1943469,010,8007,인천광역시,159,중구,23,5.2,기타의료업,391.5,908825,2772,17,719.7,852.4
107,1838872,042,8007,충청북도,247,청주시 서원구,33,10.4,기타의료업,336.6,993302,4697,19,300,766.2
108,1496269,010,8007,제주특별자치도,595,제주시,39,74.1,기타의료업,331.3,909997,9226,16,401.2,794.9
109,1685766,150,8007,부산광역시,190,사상구,21,5.5,기타의료업,485.8,1135398,3332,18,646.5,1077.6
110,1685788,050,8007,광주광역시,488,광산구,24,22.5,기타의료업,334.7,931963,6784,14,376.4,821.1
111,1760325,060,8007,대구광역시,430,수성구,22,16,기타의료업,377.2,1104878,7578,18,321.4,935
112,1791331,510,8007,충청남도,141,금산군,34,4.5,기타의료업,165.2,998054,1539,11,228.3,350.1
113,1953724,060,8007,서울특별시,305,동대문구,11,3.4,기타의료업,502.4,960700,6028,20,469.8,1070.8
114,1978882,260,8007,경기도,310,양주시,31,2.5,기타의료업,293,956087,5888,19,322.6,735.4
115,2019874,580,8007,강원도,39,양구군,32,1.4,기타의료업,223.9,1043899,973,25,256.1,514.9
116,2010874,550,8007,경기도,96,연천군,31,0.8,기타의료업,191.1,958251,1175,12,220.5,414.3
117,1933879,040,8007,인천광역시,326,연수구,23,10.7,기타의료업,450.4,923961,5114,16,439.9,1155.1
118,1934046,041,8007,경기도,247,안양시 만안구,31,2,기타의료업,385.2,947401,4198,17,360.4,933.7
119,1756879,060,8007,전라북도,193,김제시,35,5.9,기타의료업,181.9,945442,3091,16,224.5,389.4
120,1933789,250,8007,경기도,284,광주시,31,2.3,기타의료업,520.5,982402,4673,16,552.3,1299.2
121,1937310,110,8007,경기도,58,과천시,31,0.5,기타의료업,409.7,956007,1168,20,638.2,1118.1
122,1729068,510,8007,울산광역시,233,울주군,26,22.1,기타의료업,381.7,1152931,3420,15,518.6,915.7
123,1937139,050,8007,인천광역시,586,남동구,23,19.2,기타의료업,359.7,931566,14235,24,429,854.5
124,1764377,010,8007,대구광역시,185,중구,22,6.9,기타의료업,187.5,1098725,3808,21,472.5,386.9
125,1732068,010,8007,울산광역시,226,중구,26,21.5,기타의료업,386.4,1163858,3636,16,269,907.9
126,1961524,110,8007,서울특별시,469,노원구,11,5.2,기타의료업,435.6,962515,9824,21,272,1053
127,1795888,540,8007,충청북도,116,영동군,33,4.9,기타의료업,182.1,1028265,1541,13,154.8,381.2
128,1961986,101,8007,경기도,394,고양시 덕양구,31,3.1,기타의료업,479.6,945187,7545,19,351.3,1162.7
129,1953308,130,8007,서울특별시,306,서대문구,11,3.4,기타의료업,439.7,950469,4315,14,379.3,972.2
130,1921449,070,8007,강원도,124,삼척시,32,4.4,기타의료업,238.3,1148603,1950,16,255.1,509.2
131,1684330,113,8007,경상남도,254,창원시 마산합포구,38,6.1,기타의료업,304.3,1089770,3573,14,261.1,694
132,1826084,550,8007,충청남도,80,청양군,34,2.6,기타의료업,171.3,942011,880,11,173.8,363.1
133,1888810,580,8007,충청북도,68,단양군,33,2.9,기타의료업,189.5,1079003,774,11,235.9,390.3
134,1892961,220,8007,경기도,265,안성시,31,2.1,기타의료업,303,982460,3531,13,424.7,696.7
135,1945217,240,8007,서울특별시,519,송파구,11,5.8,기타의료업,499.8,965995,7893,15,762.5,1194.8
136,1962587,130,8007,경기도,629,남양주시,31,5,기타의료업,423.2,977390,10751,17,339,1109.3
137,1480595,020,8007,제주특별자치도,208,서귀포시,39,25.9,기타의료업,355.8,912401,3647,18,380.6,815.7
138,1882687,610,8007,경상북도,53,봉화군,37,1.3,기타의료업,267.7,1125833,860,16,231.2,538.5
139,1743652,580,8007,전라북도,113,부안군,35,3.5,기타의료업,197.2,923643,1500,13,198.6,410.2
140,1670790,060,8007,전라남도,187,광양시,36,5.6,기타의료업,317.5,1015321,3566,19,480.8,753.4
141,1945542,200,8007,서울특별시,342,동작구,11,3.8,기타의료업,498,951541,6077,18,314,1085
142,1736517,040,8007,울산광역시,160,북구,26,15.2,기타의료업,506.5,1170272,2333,15,674.6,1322.3
143,1877206,012,8007,충청남도,404,천안시 서북구,34,12.9,기타의료업,421.4,969859,5632,14,473.6,974.9
144,1957902,120,8007,서울특별시,421,은평구,11,4.7,기타의료업,459.9,949435,8105,19,248.2,1064.5
145,1946531,580,8007,경기도,210,양평군,31,1.7,기타의료업,234.5,1007005,3100,15,180.2,535.9
146,1956365,080,8007,서울특별시,379,성북구,11,4.2,기타의료업,479.8,957400,7376,19,319.2,1106
147,1774811,020,8007,전라북도,450,군산시,35,13.8,기타의료업,253.9,931192,5766,13,255.7,572.9
148,1918544,520,8007,인천광역시,37,옹진군,23,1.2,기타의료업,251.5,907478,298,8,213.3,480.6
149,2022035,060,8007,강원도,112,속초시,32,4,기타의료업,327.3,1090569,1551,14,308.7,700
150,1944433,060,8007,인천광역시,470,부평구,23,15.4,기타의료업,420,931150,11479,24,347.7,996
151,1632094,580,8007,전라남도,94,장흥군,36,2.8,기타의료업,175.9,948681,1515,16,173.3,354.6
152,1937197,022,8007,경기도,216,성남시 중원구,31,1.7,기타의료업,421.9,970272,3285,15,465.1,941.3
153,1925484,092,8007,경기도,336,안산시 단원구,31,2.7,기타의료업,369.3,937215,5143,15,729.4,870.6
154,1944250,230,8007,서울특별시,591,강남구,11,6.6,기타의료업,357.3,961366,8658,15,1354.1,828.5
155,1990823,080,8007,경기도,151,동두천시,31,1.2,기타의료업,260,962902,2618,17,199.7,595.5
156,1947168,190,8007,서울특별시,355,영등포구,11,3.9,기타의료업,474.7,947876,6309,18,1214.9,1005.4
157,1947646,040,8007,강원도,120,동해시,32,4.3,기타의료업,320,1138454,2085,17,305.7,711.5
158,1987802,010,8007,강원도,478,춘천시,32,17.1,기타의료업,254.9,1021092,7580,16,263.3,584.2
159,2041782,600,8007,강원도,50,고성군,32,1.8,기타의료업,239.8,1080768,2513,50,309.2,493.6
160,1780280,590,8007,경상북도,144,칠곡군,37,3.6,기타의료업,332.8,1086737,4178,29,466.2,757.9
161,1773695,011,8007,경상북도,297,포항시 남구,37,7.4,기타의료업,333.8,1173012,4044,14,433.7,748.6
162,1960547,090,8007,서울특별시,278,강북구,11,3.1,기타의료업,468.8,956880,5404,19,278.9,1026.6
163,1818852,530,8007,경상북도,59,청송군,37,1.5,기타의료업,201,1139734,2802,47,207.2,387.8
164,1843816,041,8007,충청북도,277,청주시 상당구,33,11.7,기타의료업,276.9,1005594,3743,14,224.2,672.7
165,1796800,012,8007,경상북도,332,포항시 북구,37,8.3,기타의료업,344.2,1158472,5640,17,287.1,803.4
166,1682534,560,8007,경상남도,115,하동군,38,2.8,기타의료업,169.2,1027810,1965,17,156.3,341.5
167,1695477,114,8007,경상남도,185,창원시 마산회원구,38,4.4,기타의료업,414.7,1094321,3164,17,380.9,986.7
168,1784988,030,8007,경상북도,241,김천시,37,6,기타의료업,249.4,1052027,4098,17,264.9,555.7
169,1912161,530,8007,강원도,95,영월군,32,3.4,기타의료업,180.9,1088784,1022,11,214.5,369.5
170,1688599,130,8007,부산광역시,231,연제구,21,6.7,기타의료업,373.5,1144137,6084,26,411.5,861
171,1742623,560,8007,경상북도,110,청도군,37,2.7,기타의료업,173.1,1116426,1473,13,154.6,350.4
172,1697101,110,8007,부산광역시,250,금정구,21,7.3,기타의료업,409.8,1144771,5066,20,404.4,909
173,1799364,060,8007,충청남도,253,논산시,34,8.1,기타의료업,200.5,969230,3639,14,211.7,439
174,1823371,050,8007,대전광역시,232,대덕구,25,12.6,기타의료업,324.3,994133,3976,17,432.9,738.1
175,1947096,180,8007,경기도,224,하남시,31,1.8,기타의료업,553.6,974014,3485,16,500.2,1339.6
176,1630777,590,8007,전라남도,94,강진군,36,2.8,기타의료업,163.4,932834,1224,13,153.5,331.7
177,1711024,510,8007,경상남도,81,의령군,38,1.9,기타의료업,154.7,1070571,1008,12,141.9,299.4
178,1810517,070,8007,충청남도,67,계룡시,34,2.1,기타의료업,237,976157,648,10,174.4,606.2
179,1780820,030,8007,전라북도,476,익산시,35,14.5,기타의료업,252,954003,7126,15,255.2,571.1
180,1725932,020,8007,울산광역시,333,남구,26,31.6,기타의료업,396.4,1165882,4621,14,519.9,920
181,1726980,030,8007,울산광역시,101,동구,26,9.6,기타의료업,615.4,1174664,1965,19,749.4,1489
182,1886425,570,8007,충청북도,151,음성군,33,6.4,기타의료업,271.8,1010166,2537,17,548.9,578.5
183,1945232,050,8007,경기도,788,부천시,31,6.3,기타의료업,404.8,937136,13887,18,397.6,985.4
184,1965612,230,8007,경기도,365,김포시,31,2.9,기타의료업,500.6,920515,4893,13,578.5,1267
185,1724051,530,8007,경상남도,125,창녕군,38,3,기타의료업,216.9,1090049,2077,17,226.6,448.8
186,1862923,011,8007,충청남도,306,천안시 동남구,34,9.8,기타의료업,366.9,975091,4174,14,414,837.6
187,1714087,050,8007,전라북도,184,남원시,35,5.6,기타의료업,186.9,994727,2351,13,168.2,406.3
188,1740147,540,8007,전라북도,70,장수군,35,2.1,기타의료업,135,1004009,620,9,140.1,282.6
189,1867811,040,8007,충청남도,355,아산시,34,11.3,기타의료업,381.1,953620,4453,13,556.6,896.1
190,1895892,030,8007,충청북도,256,제천시,33,10.8,기타의료업,234.7,1056981,3796,15,231.2,510.6
191,1688812,040,8007,광주광역시,618,북구,24,28.5,기타의료업,300.9,947690,10821,18,287.3,691.3
192,1771427,530,8007,전라북도,67,무주군,35,2,기타의료업,159.2,1019208,797,12,169.1,327
193,1682549,030,8007,부산광역시,203,동구,21,5.9,기타의료업,198.9,1140751,4670,23,376.5,409.9
194,1683579,120,8007,부산광역시,111,강서구,21,3.2,기타의료업,496.8,1126270,1960,18,1289.1,1221.3
195,1680147,630,8007,전라남도,101,함평군,36,3,기타의료업,135.9,912105,1291,13,134.1,280.7
196,1863557,560,8007,충청북도,104,괴산군,33,4.4,기타의료업,173,1029411,1209,12,175.5,347.3
197,1979855,570,8007,경기도,115,가평군,31,0.9,기타의료업,228,995615,1768,15,259.3,501.9
198,1880161,080,8007,충청남도,214,당진시,34,6.8,기타의료업,334.6,923918,3580,17,451.9,749.6
199,1734225,040,8007,전라북도,273,정읍시,35,8.3,기타의료업,170.7,946185,3637,13,170.2,367.2
200,1759509,070,8007,대구광역시,485,달서구,22,18.1,기타의료업,469.3,1092938,8203,17,446.3,1107.7
201,1682717,070,8007,부산광역시,210,남구,21,6.1,기타의료업,532.4,1145045,5207,25,439.4,1220.6
202,2027061,560,8007,강원도,70,철원군,32,2.5,기타의료업,244.2,992425,1176,17,228.4,566.7
203,1771515,020,8007,대구광역시,390,동구,22,14.6,기타의료업,372,1106953,6821,17,316.1,841.1
204,1843255,040,8007,경상북도,254,안동시,37,6.3,기타의료업,282.7,1114515,4645,18,264,611
205,1932132,150,8007,경기도,454,시흥시,31,3.6,기타의료업,450.3,936582,6695,15,524.7,1093.1
206,1765288,030,8007,대구광역시,243,서구,22,9.1,기타의료업,304.3,1094755,5651,23,325.2,663.5
207,1768092,580,8007,경상북도,76,성주군,37,1.9,기타의료업,244,1066173,1134,15,335,508.3
208,1929372,170,8007,경기도,149,의왕시,31,1.2,기타의료업,408.3,954796,3043,20,408.6,1055.6
209,1907264,140,8007,경기도,181,오산시,31,1.4,기타의료업,527,960153,2715,15,418.6,1240.8
210,1890815,020,8007,충청북도,341,충주시,33,14.4,기타의료업,279.6,1035197,4963,15,309.6,606.7
211,1759147,520,8007,전라북도,84,진안군,35,2.6,기타의료업,127.7,993679,886,11,127.1,264.5
212,1818868,520,8007,경상북도,133,의성군,37,3.3,기타의료업,182.3,1100048,1838,14,143,354.2
213,1833172,550,8007,경상북도,91,영덕군,37,2.3,기타의료업,186.4,1162824,1284,14,160.4,357.5
214,1918795,192,8007,경기도,311,용인시 기흥구,31,2.5,기타의료업,517.2,966426,6589,21,583.8,1367.8
215,1931789,550,8007,강원도,67,정선군,32,2.4,기타의료업,242.9,1109697,909,14,307.1,495
216,1698240,070,8007,경상남도,462,김해시,38,11,기타의료업,457.5,1122348,9048,20,545.9,1124.3
217,1691272,520,8007,전라남도,84,곡성군,36,2.5,기타의료업,152.4,978484,1072,13,162.6,310.1
218,1941043,210,8007,서울특별시,364,관악구,11,4,기타의료업,694,950955,8103,22,342.2,1290.7
219,1749288,570,8007,경상북도,73,고령군,37,1.8,기타의료업,186,1072951,1305,18,291.8,387.1
220,1969907,030,8007,강원도,640,강릉시,32,22.9,기타의료업,154.9,1119321,5373,8,152.6,330.7
221,1912332,210,8007,경기도,244,이천시,31,1.9,기타의료업,357.5,998312,3894,16,560,891.4
222,1924270,091,8007,경기도,312,안산시 상록구,31,2.5,기타의료업,459.6,944230,6350,20,292.6,1088.1
223,1666242,040,8007,전라남도,227,나주시,36,6.8,기타의료업,221.5,928852,2831,12,275.7,488.5
224,2007908,590,8007,강원도,41,인제군,32,1.5,기타의료업,325.5,1066957,751,18,345.9,710
225,1761073,020,8007,경상북도,342,경주시,37,8.5,기타의료업,332.6,1159815,6457,19,379.2,712
226,1652485,050,8007,경상남도,157,통영시,38,3.8,기타의료업,344.3,1083808,2520,16,296.1,758.4
227,1947596,150,8007,서울특별시,387,양천구,11,4.3,기타의료업,435,942501,7618,20,334.3,1096.7
228,1801467,050,8007,경상북도,422,구미시,37,10.5,기타의료업,412.2,1076908,5411,13,485,958.6
229,1669873,060,8007,경상남도,174,사천시,38,4.2,기타의료업,273.2,1054279,2925,17,322.6,602.4
230,1668230,570,8007,전라남도,138,화순군,36,4.2,기타의료업,189.3,957428,1754,13,216.3,424
231,1680385,010,8007,광주광역시,233,동구,24,10.8,기타의료업,212.9,949839,2948,13,311.5,453.5
232,1772622,510,8007,전라북도,177,완주군,35,5.4,기타의료업,223.8,974514,2300,13,345.1,510.4
233,1951214,080,8007,인천광역시,466,서구,23,15.3,기타의료업,451.2,924891,7828,17,486.3,1137.8
234,1940319,180,8007,서울특별시,270,금천구,11,3,기타의료업,397.9,947013,4005,15,937.4,816.5
235,1951288,540,8007,강원도,78,평창군,32,2.8,기타의료업,237.4,1086786,612,8,263.4,482.6
236,1690162,030,8007,경상남도,460,진주시,38,11,기타의료업,324.9,1057333,7636,17,324.3,748.9
237,1679989,010,8007,부산광역시,92,중구,21,2.7,기타의료업,232.1,1139637,1990,22,748.7,424.1
238,1611017,670,8007,전라남도,76,진도군,36,2.3,기타의료업,179.2,886468,696,9,145.6,355.6
239,1654013,090,8007,경상남도,194,거제시,38,4.6,기타의료업,500,1102429,3080,16,536.2,1198
240,1865711,050,8007,충청남도,224,서산시,34,7.2,기타의료업,337,906339,4306,19,373.1,759.5
241,1660640,620,8007,전라남도,144,무안군,36,4.3,기타의료업,259,905064,1925,13,249.1,606.9
242,1951273,140,8007,서울특별시,394,마포구,11,4.4,기타의료업,416.4,947740,6058,15,704.9,888.7
243,1731360,600,8007,경상남도,98,합천군,38,2.3,기타의료업,207.5,1058131,1243,13,168.1,405.1
244,1926137,193,8007,경기도,233,용인시 수지구,31,1.8,기타의료업,566.2,962042,3943,17,372.8,1527.3
245,1943524,020,8007,인천광역시,99,동구,23,3.3,기타의료업,262.5,923886,4020,41,403.6,600.4
246,1755137,011,8007,전라북도,510,전주시 완산구,35,15.6,기타의료업,285.5,965321,9264,18,263.6,655
247,1971868,510,8007,강원도,117,홍천군,32,4.2,기타의료업,253.4,1050589,1470,13,252.7,544.5
248,1882730,620,8007,경상북도,78,울진군,37,1.9,기타의료업,280.5,1161264,1472,19,277.7,567.8
249,1693485,530,8007,전라남도,63,구례군,36,1.9,기타의료업,177.1,1000286,818,13,154.8,367.3
